s_sd_Canonical\_QSARr,s_m_title,HumDockScore,RatDockScore,ChimpDockScore,AVG,bindingClass,P_Act_dockChimp,P_Inact,PredBayes,ratio,cas,casrn,cid,gsid,dsstox_substance_id,preferred_name,Canonical_QSARr,InChI_Code_QSARr,InChI Key_QSARr,BindingClass,avgD_Act,avgD_Inact,PredBindingClass,predMLogR
,17465-86-0,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,17465-86-0,17465-86-0,27033,47033,DTXSID5047033,gamma-Cyclodextrin,O[C@H]1[C@@H]2O[C@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@H](CO)[C@@H](O[C@H]5O[C@H](CO)[C@@H](O[C@H]6O[C@H](CO)[C@@H](O[C@H]7O[C@H](CO)[C@@H](O[C@H]8O[C@H](CO)[C@@H](O[C@H]9O[C@H](CO)[C@@H](O[C@@H](O[C@@H]2CO)[C@@H]1O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,"InChI=1S/C48H80O40/c49-1-9-33-17(57)25(65)41(73-9)82-34-10(2-50)75-43(27(67)19(34)59)84-36-12(4-52)77-45(29(69)21(36)61)86-38-14(6-54)79-47(31(71)23(38)63)88-40-16(8-56)80-48(32(72)24(40)64)87-39-15(7-55)78-46(30(70)22(39)62)85-37-13(5-53)76-44(28(68)20(37)60)83-35-11(3-51)74-42(81-33)26(66)18(35)58/h9-72H,1-8H2/t9-,10-,11-,12-,13-,14-,15-,16-,17-,18-,19-,20-,21-,22-,23-,24-,25-,26-,27-,28-,29-,30-,31-,32-,33-,34-,35-,36-,37-,38-,39-,40-,41-,42-,43-,44-,45-,46-,47-,48-/m1/s1",GDSRMADSINPKSL-HSEONFRVSA-N,0,0.9589,0.9622,0.018699214,0
,175013-18-0,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,175013-18-0,175013-18-0,12638,32638,DTXSID7032638,Pyraclostrobin,CON(C(=O)OC)c1ccccc1COc1cc[n]([n]1)-c1ccc(Cl)cc1,"InChI=1S/C19H18ClN3O4/c1-25-19(24)23(26-2)17-6-4-3-5-14(17)13-27-18-11-12-22(21-18)16-9-7-15(20)8-10-16/h3-12H,13H2,1-2H3",HZRSNVGNWUDEFX-UHFFFAOYSA-N,0,0.883,0.8895,0.206609866,0
,1760-24-3,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,1760-24-3,1760-24-3,7433,27433,DTXSID5027433,"N-[3-(Trimethoxysilyl)propyl]ethane-1,2-diamine",CO[Si](CCCNCCN)(OC)OC,"InChI=1S/C8H22N2O3Si/c1-11-14(12-2,13-3)8-4-6-10-7-5-9/h10H,4-9H2,1-3H3",PHQOGHDTIVQXHL-UHFFFAOYSA-N,0,0.9552,0.9436,0.007837518,0
,1763-23-1|2795-39-3,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,1763-23-1,1763-23-1|2795-39-3,11864|17706,31864|37706,DTXSID3031864|DTXSID8037706,PFOS,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C8HF17O3S/c9-1(10,3(13,14)5(17,18)7(21,22)23)2(11,12)4(15,16)6(19,20)8(24,25)29(26,27)28/h(H,26,27,28)",YFSUTJLHUFNCNZ-UHFFFAOYSA-N,0,0.962,0.9582,0.010625535,0
,17804-35-2,0,-8.870931537,0,-2.956977179,0,5.40354E-06,0.00241039,0,0.002241769,17804-35-2,17804-35-2,3900,23900,DTXSID5023900,Benomyl,CCCCNC(=O)[n]1c(NC(=O)OC)[n]c2ccccc12,"InChI=1S/C14H18N4O3/c1-3-4-9-15-13(19)18-11-8-6-5-7-10(11)16-12(18)17-14(20)21-2/h5-8H,3-4,9H2,1-2H3,(H,15,19)(H,16,17,20)",RIOXQFHNBCKOKP-UHFFFAOYSA-N,0,0.8903,0.8788,0.058330679,0
,17924-92-4,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,17924-92-4,17924-92-4,1460,21460,DTXSID0021460,Zearalenone,C[C@H]1CCCC(=O)CCCC=Cc2cc(O)cc(O)c2C(=O)O1 |t:10|,"InChI=1S/C18H22O5/c1-12-6-5-9-14(19)8-4-2-3-7-13-10-15(20)11-16(21)17(13)18(22)23-12/h3,7,10-12,20-21H,2,4-6,8-9H2,1H3/b7-3-/t12-/m0/s1",MBMQEIFVQACCCH-MIBUCLJRSA-N,0,0.8905,0.9185,0.464256312,0
NC(=O)N(O)[C@H]1C[C@H](C=C1)Oc1cc(ccc1)Oc1ccc(F)cc1,179465-71-5,-10.50608198,0,0,-3.502027328,0,5.40354E-06,0.00241039,0,0.002241769,179465-71-5,179465-71-5,27303,47303,DTXSID2047303,CJ-013790,NC(=O)N(O)[C@H]1C[C@H](C=C1)Oc1cc(ccc1)Oc1ccc(F)cc1,"InChI=1S/C18H17FN2O4/c19-12-4-7-14(8-5-12)24-15-2-1-3-16(11-15)25-17-9-6-13(10-17)21(23)18(20)22/h1-9,11,13,17,23H,10H2,(H2,20,22)/t13-,17+/m1/s1",CJFQUWMJNVTKDJ-DYVFJYSZSA-N,0,0.8972,0.9045,0.149178719,0
,180084-01-9,0,0,0,0,1,5.40354E-06,0.00241039,0,0.002241769,180084-01-9,180084-01-9,27320,47320,DTXSID5047320,SB236057A,CCN1CCC2(COc3cc4CCN(C(=O)c5ccc(cc5)-c5ccc(cc5C)-c5[n][n]c(C)o5)c4cc23)CC1,"InChI=1S/C33H34N4O3/c1-4-36-15-12-33(13-16-36)20-39-30-18-25-11-14-37(29(25)19-28(30)33)32(38)24-7-5-23(6-8-24)27-10-9-26(17-21(27)2)31-35-34-22(3)40-31/h5-10,17-19H,4,11-16,20H2,1-3H3",WXAKEEQOWUHGCI-UHFFFAOYSA-N,1,0.8944,0.9202,0.397984665,0
,181274-15-7,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,181274-15-7,181274-15-7,14864,34864,DTXSID9034864,Propoxycarbazone-sodium,CN1C(=NN(C1=O)C(=O)NS(=O)(=O)c1ccccc1C(=O)OC)OCCC,"InChI=1S/C15H18N4O7S/c1-4-9-26-14-16-19(15(22)18(14)2)13(21)17-27(23,24)11-8-6-5-7-10(11)12(20)25-3/h5-8H,4,9H2,1-3H3,(H,17,21)",JTHMVYBOQLDDIY-UHFFFAOYSA-N,0,0.8895,0.8848,0.091044812,0
,181640-09-5,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,181640-09-5,181640-09-5,27339,47339,DTXSID4047339,SR144190,CN(C)C(=O)NC1(CCN(CC[C@]2(CN(CCO2)C(=O)c2ccccc2)c2cc(F)c(F)cc2)CC1)c1ccccc1,"InChI=1S/C33H38F2N4O3/c1-37(2)31(41)36-32(26-11-7-4-8-12-26)15-18-38(19-16-32)20-17-33(27-13-14-28(34)29(35)23-27)24-39(21-22-42-33)30(40)25-9-5-3-6-10-25/h3-14,23H,15-22,24H2,1-2H3,(H,36,41)/t33-/m0/s1",QNLIUVLFRVYNCV-XIFFEERXSA-N,0,0.8972,0.9145,0.255112275,0
,1843-05-6,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,1843-05-6,1843-05-6,7441,27441,DTXSID9027441,Octabenzone,CCCCCCCCOc1cc(O)c(cc1)C(=O)c1ccccc1,"InChI=1S/C21H26O3/c1-2-3-4-5-6-10-15-24-18-13-14-19(20(22)16-18)21(23)17-11-8-7-9-12-17/h7-9,11-14,16,22H,2-6,10,15H2,1H3",QUAMTGJKVDWJEQ-UHFFFAOYSA-N,0,0.8561,0.8554,0.27354439,0
,184653-84-7,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,184653-84-7,184653-84-7,27319,47319,DTXSID6047319,Carabersat,CC(=O)c1cc2[C@H](NC(=O)c3ccc(F)cc3)[C@@H](O)C(C)(C)Oc2cc1,"InChI=1S/C20H20FNO4/c1-11(23)13-6-9-16-15(10-13)17(18(24)20(2,3)26-16)22-19(25)12-4-7-14(21)8-5-12/h4-10,17-18,24H,1-3H3,(H,22,25)/t17-,18+/m0/s1",RCLXAPJEFHPYEG-ZWKOTPCHSA-N,0,0.8862,0.9056,0.358241112,0
CCCCN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,1861-40-1,-8.212003617,0,0,-2.737334539,0,5.40354E-06,0.00241039,0,0.002241769,1861-40-1,1861-40-1,3899,23899,DTXSID3023899,Benfluralin,CCCCN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,"InChI=1S/C13H16F3N3O4/c1-3-5-6-17(4-2)12-10(18(20)21)7-9(13(14,15)16)8-11(12)19(22)23/h7-8H,3-6H2,1-2H3",SMDHCQAYESWHAE-UHFFFAOYSA-N,0,0.8958,0.9026,0.150555304,0
,186392-65-4,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,186392-65-4,186392-65-4,27252,47252,DTXSID4047252,Ingliforib,O[C@H]([C@H](Cc1ccccc1)NC(=O)c1cc2cc(Cl)ccc2[nH]1)C(=O)N1C[C@H](O)[C@H](O)C1,"InChI=1S/C23H24ClN3O5/c24-15-6-7-16-14(9-15)10-18(25-16)22(31)26-17(8-13-4-2-1-3-5-13)21(30)23(32)27-11-19(28)20(29)12-27/h1-7,9-10,17,19-21,25,28-30H,8,11-12H2,(H,26,31)/t17-,19-,20+,21+/m0/s1",GVDRRZOORHCTAN-MJUUVYJYSA-N,0,0.8879,0.9023,0.274573671,0
,1873-88-7,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,1873-88-7,1873-88-7,18795,38795,DTXSID1038795,"1,1,1,3,5,5,5-Heptamethyltrisiloxane",C[SiH](O[Si](C)(C)C)O[Si](C)(C)C,"InChI=1S/C7H22O2Si3/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,1-7H3",QNWOFLWXQGHSRH-UHFFFAOYSA-N,0,0.9727,0.9637,0.005376103,0
,188489-07-8,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,188489-07-8,188489-07-8,14618,34618,DTXSID3034618,Flufenpyr-ethyl,CC1C(=O)N(N=CC=1C(F)(F)F)c1cc(OCC(=O)OCC)c(Cl)cc1F,"InChI=1S/C16H13ClF4N2O4/c1-3-26-14(24)7-27-13-5-12(11(18)4-10(13)17)23-15(25)8(2)9(6-22-23)16(19,20)21/h4-6H,3,7H2,1-2H3",DNUAYCRATWAJQE-UHFFFAOYSA-N,0,0.8942,0.9027,0.172812273,0
,189003-92-7,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,189003-92-7,189003-92-7,27355,47355,DTXSID2047355,Trelanserin,NC(=O)CN1c2cc(F)ccc2C(CCN2CCN(CC2)c2[n]ccc3[s]ccc32)=CC1=O,"InChI=1S/C24H24FN5O2S/c25-17-1-2-18-16(13-23(32)30(15-22(26)31)20(18)14-17)4-7-28-8-10-29(11-9-28)24-19-5-12-33-21(19)3-6-27-24/h1-3,5-6,12-14H,4,7-11,15H2,(H2,26,31)",JDLYOFUDIKMYBL-UHFFFAOYSA-N,0,0.9113,0.9258,0.153817146,0
,18924-66-8,0,0,0,0,1,5.40354E-06,0.00241039,0,0.002241769,18924-66-8,18924-66-8,24865,44865,DTXSID5044865,"2,2'-(Tetradecylimino)diethanol",CCCCCCCCCCCCCCN(CCO)CCO,"InChI=1S/C18H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-19(15-17-20)16-18-21/h20-21H,2-18H2,1H3",CPHJEACXPATRSU-UHFFFAOYSA-N,1,0.934,0.9177,0.011150026,0
,1934-21-0,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,1934-21-0,1934-21-0,1455,21455,DTXSID1021455,FD&C Yellow 5,OC(=O)C1NN(c2ccc(cc2)S(O)(=O)=O)C(=O)C=1/N=N/c1ccc(cc1)S(O)(=O)=O,"InChI=1S/C16H12N4O9S2/c21-15-13(18-17-9-1-5-11(6-2-9)30(24,25)26)14(16(22)23)19-20(15)10-3-7-12(8-4-10)31(27,28)29/h1-8,19H,(H,22,23)(H,24,25,26)(H,27,28,29)/b18-17+",SXSWSYRFTJDJTA-ISLYRVAYSA-N,0,0.9155,0.9188,0.069935231,0
,1936-15-8,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,1936-15-8,1936-15-8,1082,21082,DTXSID6021082,C.I. Acid Orange 10,Oc1ccc2cc(cc(c2c1/N=N/c1ccccc1)S(O)(=O)=O)S(O)(=O)=O,"InChI=1S/C16H12N2O7S2/c19-13-7-6-10-8-12(26(20,21)22)9-14(27(23,24)25)15(10)16(13)18-17-11-4-2-1-3-5-11/h1-9,19H,(H,20,21,22)(H,23,24,25)/b18-17+",MPVDXIMFBOLMNW-ISLYRVAYSA-N,0,0.9114,0.9169,0.090239968,0
CNCc1ccc(cc1)NC(=O)c1c[nH]c2CCCC(=O)c21,194098-25-4,-8.665931008,-11.0785186,0,-6.581483202,0,5.40354E-06,0.00241039,0,0.002241769,194098-25-4,194098-25-4,27276,47276,DTXSID2047276,CP-409092,CNCc1ccc(cc1)NC(=O)c1c[nH]c2CCCC(=O)c21,"InChI=1S/C17H19N3O2/c1-18-9-11-5-7-12(8-6-11)20-17(22)13-10-19-14-3-2-4-15(21)16(13)14/h5-8,10,18-19H,2-4,9H2,1H3,(H,20,22)",XFJIYNUISLDNLP-UHFFFAOYSA-N,0,0.8969,0.9054,0.160943459,0
CC(C)Oc1cc(c(Cl)cc1Cl)N1N=C(OC1=O)C(C)(C)C,19666-30-9,-6.714364743,0,0,-2.238121581,0,5.40354E-06,0.00241039,0,0.002241769,19666-30-9,19666-30-9,4239,24239,DTXSID3024239,Oxadiazon,CC(C)Oc1cc(c(Cl)cc1Cl)N1N=C(OC1=O)C(C)(C)C,"InChI=1S/C15H18Cl2N2O3/c1-8(2)21-12-7-11(9(16)6-10(12)17)19-14(20)22-13(18-19)15(3,4)5/h6-8H,1-5H3",CHNUNORXWHYHNE-UHFFFAOYSA-N,0,0.9042,0.914,0.142450964,0
,196808-45-4,0,0,0,0,1,5.40354E-06,0.00241039,0,0.002241769,196808-45-4,196808-45-4,27310,47310,DTXSID1047310,Farglitazar,Cc1oc([n]c1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(O)=O)cc1)-c1ccccc1,"InChI=1S/C34H30N2O5/c1-23-29(36-33(41-23)26-12-6-3-7-13-26)20-21-40-27-18-16-24(17-19-27)22-31(34(38)39)35-30-15-9-8-14-28(30)32(37)25-10-4-2-5-11-25/h2-19,31,35H,20-22H2,1H3,(H,38,39)/t31-/m0/s1",ZZCHHVUQYRMYLW-HKBQPEDESA-N,1,0.8877,0.8962,0.204202087,0
,197077-55-7,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,197077-55-7,197077-55-7,27287,47287,DTXSID1047287,UK-333747,COCc1[n][n]c(-c2c[n+]([O-])ccc2)[n]1-c1c2NC(=O)C(=O)Nc2cc(Cl)c1Cl,"InChI=1S/C17H12Cl2N6O4/c1-29-7-11-22-23-15(8-3-2-4-24(28)6-8)25(11)14-12(19)9(18)5-10-13(14)21-17(27)16(26)20-10/h2-6H,7H2,1H3,(H,20,26)(H,21,27)",IEMAQDHGZOPMNI-UHFFFAOYSA-N,0,0.8967,0.9141,0.259413366,0
,19774-82-4,0,0,0,0,1,5.40354E-06,0.00241039,0,0.002241769,19774-82-4,19774-82-4,17185,37185,DTXSID7037185,Amiodarone hydrochloride,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,"InChI=1S/C25H29I2NO3/c1-4-7-11-22-23(18-10-8-9-12-21(18)31-22)24(29)17-15-19(26)25(20(27)16-17)30-14-13-28(5-2)6-3/h8-10,12,15-16H,4-7,11,13-14H2,1-3H3",IYIKLHRQXLHMJQ-UHFFFAOYSA-N,1,0.887,0.8913,0.165301972,0
,19780-11-1,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,19780-11-1,19780-11-1,196504,25217,DTXSID7025217,(2-Dodecenyl)succinic anhydride,CCCCCCCCCC=CCC1CC(=O)OC1=O,"InChI=1S/C16H26O3/c1-2-3-4-5-6-7-8-9-10-11-12-14-13-15(17)19-16(14)18/h10-11,14H,2-9,12-13H2,1H3",UYCICMIUKYEYEU-UHFFFAOYSA-N,0,0.9113,0.9115,0.06522915,0
,199119-58-9,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,199119-58-9,199119-58-9,20222,40222,DTXSID8040222,Trifloxysulfuron-sodium,COc1cc([n]c(NC(=O)NS(=O)(=O)c2[n]cccc2OCC(F)(F)F)[n]1)OC,"InChI=1S/C14H14F3N5O6S/c1-26-9-6-10(27-2)20-12(19-9)21-13(23)22-29(24,25)11-8(4-3-5-18-11)28-7-14(15,16)17/h3-6H,7H2,1-2H3,(H2,19,20,21,22,23)",AIMMSOZBPYFASU-UHFFFAOYSA-N,0,0.8963,0.8986,0.114319988,0
,199171-88-5,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,199171-88-5,199171-88-5,27253,47253,DTXSID9047253,CP-401387,CCc1[n][n](C2CCCCC2)c2cc(ccc21)[C@@]1(CC[C@H](CC1)C(O)=O)C#N,"InChI=1S/C23H29N3O2/c1-2-20-19-9-8-17(23(15-24)12-10-16(11-13-23)22(27)28)14-21(19)26(25-20)18-6-4-3-5-7-18/h8-9,14,16,18H,2-7,10-13H2,1H3,(H,27,28)/t16-,23-",PRUGWHGQBHEDAX-QXONSOMPSA-N,0,0.8843,0.9039,0.375306022,0
CCSC(=O)N(CC(C)C)CC(C)C,2008-41-5,-5.840593229,0,0,-1.94686441,0,5.40354E-06,0.00241039,0,0.002241769,2008-41-5,2008-41-5,3936,23936,DTXSID7023936,Butylate,CCSC(=O)N(CC(C)C)CC(C)C,"InChI=1S/C11H23NOS/c1-6-14-11(13)12(7-9(2)3)8-10(4)5/h9-10H,6-8H2,1-5H3",BMTAFVWTTFSTOG-UHFFFAOYSA-N,0,0.9339,0.9126,0.008028462,0
,200940-23-4,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,200940-23-4,200940-23-4,27322,47322,DTXSID5047322,SB243213A,Cc1[n]cccc1Oc1ccc(c[n]1)NC(=O)N1CCc2cc(C)c(cc12)C(F)(F)F,"InChI=1S/C22H19F3N4O2/c1-13-10-15-7-9-29(18(15)11-17(13)22(23,24)25)21(30)28-16-5-6-20(27-12-16)31-19-4-3-8-26-14(19)2/h3-6,8,10-12H,7,9H2,1-2H3,(H,28,30)",ZETBBVYSBABLHL-UHFFFAOYSA-N,0,0.8997,0.9137,0.202370006,0
,2031-67-6,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,2031-67-6,2031-67-6,22490,42490,DTXSID6042490,Triethoxymethylsilane,C[Si](OCC)(OCC)OCC,"InChI=1S/C7H18O3Si/c1-5-8-11(4,9-6-2)10-7-3/h5-7H2,1-4H3",CPUDPFPXCZDNGI-UHFFFAOYSA-N,0,0.9535,0.9352,0.0052945,0
,203942-49-8,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,203942-49-8,203942-49-8,27288,47288,DTXSID6047288,UK-337312,CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCCC1)c1cc(Cl)c(Cl)cc1)C(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,"InChI=1S/C33H39Cl2F6N2O/c1-42(30(44)24-17-26(32(36,37)38)20-27(18-24)33(39,40)41)21-23(22-7-8-28(34)29(35)19-22)9-13-43-14-10-31(11-15-43,12-16-43)25-5-3-2-4-6-25/h7-8,17-20,23,25H,2-6,9-16,21H2,1H3/q+1/t23-,31?,43?/m1/s1",WRDGCEJTVASZOY-ROZQZRAFSA-N,0,0.884,0.9103,0.487140822,0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,2043-57-4,-7.85603167,0,0,-2.618677223,0,5.40354E-06,0.00241039,0,0.002241769,2043-57-4,2043-57-4,27565,47565,DTXSID2047565,"1H,1H,2H,2H-Perfluorooctyl iodide",FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,"InChI=1S/C8H4F13I/c9-3(10,1-2-22)4(11,12)5(13,14)6(15,16)7(17,18)8(19,20)21/h1-2H2",NVVZEKTVIXIUKW-UHFFFAOYSA-N,0,0.9759,0.9744,0.008006449,0
,2058-94-8,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,2058-94-8,2058-94-8,27553,47553,DTXSID8047553,Perfluoroundecanoic acid,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C11HF21O2/c12-2(13,1(33)34)3(14,15)4(16,17)5(18,19)6(20,21)7(22,23)8(24,25)9(26,27)10(28,29)11(30,31)32/h(H,33,34)",SIDINRCMMRKXGQ-UHFFFAOYSA-N,0,0.9502,0.939,0.009414576,0
,207736-05-8,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,207736-05-8,207736-05-8,27262,47262,DTXSID8047262,CI-1029,CC(C)(C)c1cc(CO)c(C)cc1SC1C(=O)O[C@](CC=1O)(CCc1ccc(N)cc1)C(C)C,"InChI=1S/C28H37NO4S/c1-17(2)28(12-11-19-7-9-21(29)10-8-19)15-23(31)25(26(32)33-28)34-24-13-18(3)20(16-30)14-22(24)27(4,5)6/h7-10,13-14,17,30-31H,11-12,15-16,29H2,1-6H3/t28-/m0/s1",ZUBPKHVCBGWWGO-NDEPHWFRSA-N,0,0.8963,0.9133,0.256708102,0
,20830-75-5,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,20830-75-5,20830-75-5,2934,22934,DTXSID5022934,Digoxin,C[C@]12CC[C@@H](C[C@H]1CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2(C)[C@H](CC[C@@]21O)C1COC(=O)C=1)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,"InChI=1S/C41H64O14/c1-19-36(47)28(42)15-34(50-19)54-38-21(3)52-35(17-30(38)44)55-37-20(2)51-33(16-29(37)43)53-24-8-10-39(4)23(13-24)6-7-26-27(39)14-31(45)40(5)25(9-11-41(26,40)48)22-12-32(46)49-18-22/h12,19-21,23-31,33-38,42-45,47-48H,6-11,13-18H2,1-5H3/t19-,20-,21-,23-,24+,25-,26-,27+,28+,29+,30+,31-,33+,34+,35+,36-,37-,38-,39+,40+,41+/m1/s1",LTMHDMANZUZIPE-PUGKRICDSA-N,0,0.8912,0.927,0.588282951,1
Cc1c(ccc(c1C1CCON=1)S(C)(=O)=O)C(=O)c1c[n][n](C)c1O,210631-68-8,-9.531381915,0,0,-3.177127305,0,5.40354E-06,0.00241039,0,0.002241769,210631-68-8,210631-68-8,14722,34722,DTXSID0034722,Topramezone,Cc1c(ccc(c1C1CCON=1)S(C)(=O)=O)C(=O)c1c[n][n](C)c1O,"InChI=1S/C16H17N3O5S/c1-9-10(15(20)11-8-17-19(2)16(11)21)4-5-13(25(3,22)23)14(9)12-6-7-24-18-12/h4-5,8,21H,6-7H2,1-3H3",IYMLUHWAJFXAQP-UHFFFAOYSA-N,0,0.8955,0.9067,0.193695902,0
,210826-40-7,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,210826-40-7,210826-40-7,27301,47301,DTXSID2047301,CP-456773,CC(C)(O)c1coc(c1)S(=O)(=O)NC(=O)Nc1c2CCCc2cc2CCCc21,"InChI=1S/C20H24N2O5S/c1-20(2,24)14-10-17(27-11-14)28(25,26)22-19(23)21-18-15-7-3-5-12(15)9-13-6-4-8-16(13)18/h9-11,24H,3-8H2,1-2H3,(H2,21,22,23)",HUUSXLKCTQDPGL-UHFFFAOYSA-N,0,0.8981,0.908,0.168619013,0
CCCCC(COC(=O)c1ccc(cc1)N(C)C)CC,21245-02-3,-8.191691474,-7.793169826,0,-5.3282871,0,5.40354E-06,0.00241039,0,0.002241769,21245-02-3,21245-02-3,9320,29320,DTXSID7029320,2-Ethylhexyl 4-(dimethylamino)benzoate,CCCCC(COC(=O)c1ccc(cc1)N(C)C)CC,"InChI=1S/C17H27NO2/c1-5-7-8-14(6-2)13-20-17(19)15-9-11-16(12-10-15)18(3)4/h9-12,14H,5-8,13H2,1-4H3",WYWZRNAHINYAEF-UHFFFAOYSA-N,0,0.8909,0.8769,0.048897972,0
,2144-53-8,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,2144-53-8,2144-53-8,27558,47558,DTXSID3047558,Tridecafluorohexylethyl methacrylate,CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C12H9F13O2/c1-5(2)6(26)27-4-3-7(13,14)8(15,16)9(17,18)10(19,20)11(21,22)12(23,24)25/h1,3-4H2,2H3",CDXFIRXEAJABAZ-UHFFFAOYSA-N,0,0.9365,0.9229,0.012328924,0
,214535-77-0,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,214535-77-0,214535-77-0,27278,47278,DTXSID2047278,CP-457677,CC(C)(O)c1ccc(CNC(=O)c2ccc[n]c2Oc2ccc(F)cc2)cc1,"InChI=1S/C22H21FN2O3/c1-22(2,27)16-7-5-15(6-8-16)14-25-20(26)19-4-3-13-24-21(19)28-18-11-9-17(23)10-12-18/h3-13,27H,14H2,1-2H3,(H,25,26)",UHBUSMAHWHZQKS-UHFFFAOYSA-N,0,0.8859,0.8877,0.147809521,0
,215297-27-1,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,215297-27-1,215297-27-1,27289,47289,DTXSID1047289,UK-343664,CCCOc1ccc(cc1C1NC(=O)c2[n][n](Cc3cccc[n]3)c(CC)c2N=1)S(=O)(=O)N1CCN(CC1)CC,"InChI=1S/C28H35N7O4S/c1-4-17-39-24-11-10-21(40(37,38)34-15-13-33(6-3)14-16-34)18-22(24)27-30-25-23(5-2)35(32-26(25)28(36)31-27)19-20-9-7-8-12-29-20/h7-12,18H,4-6,13-17,19H2,1-3H3,(H,30,31,36)",NIBCDDKWFDEBEP-UHFFFAOYSA-N,0,0.9038,0.9148,0.15419308,0
CN(C)C(=O)Nc1cc(ccc1)C(F)(F)F,2164-17-2,-8.083362319,-8.508225581,0,-5.5305293,0,5.40354E-06,0.00241039,0,0.002241769,2164-17-2,2164-17-2,628,20628,DTXSID8020628,Fluometuron,CN(C)C(=O)Nc1cc(ccc1)C(F)(F)F,"InChI=1S/C10H11F3N2O/c1-15(2)9(16)14-8-5-3-4-7(6-8)10(11,12)13/h3-6H,1-2H3,(H,14,16)",RZILCCPWPBTYDO-UHFFFAOYSA-N,0,0.8849,0.8903,0.185544282,0
,219714-96-2,0,0,0,0,0,5.40354E-06,0.00241039,0,0.002241769,219714-96-2,219714-96-2,14803,34803,DTXSID0034803,Penoxsulam,COc1[n]cc(OC)c2[n]c(NS(=O)(=O)c3c(cccc3C(F)(F)F)OCC(F)F)[n][n]21,"InChI=1S/C16H14F5N5O5S/c1-29-10-6-22-15(30-2)26-13(10)23-14(24-26)25-32(27,28)12-8(16(19,20)21)4-3-5-9(12)31-7-11(17)18/h3-6,11H,7H2,1-2H3,(H,24,25)",SYJGKVOENHZYMQ-UHFFFAOYSA-N,0,0.9092,0.9163,0.105835899,0
